Q_]UVC.ISO,Q_UVB.ISO,Q_UVA.ISO,Q_PAR,]UVC:PAR[q:q],UVB:PAR[q:q],UVA:PAR[q:q],blue:green[q:q],red:far-red[q:q]
0.375,0.358,1.37,1960,1.92e-4,1.83e-4,7e-4,0.754,4.56
