Q_]UVC.ISO,Q_UVB.ISO,Q_UVA.ISO,Q_PAR,]UVC:PAR[q:q],UVB:PAR[q:q],UVA:PAR[q:q],blue:green[q:q],red:far-red[q:q]
-0.0115,-0.00781,-0.0072,-0.0144,0.803,0.543,0.501,2.04,1.4
